gene,f_score,p_value,chrom,start,genome_pos,cytoband
GFER,131.3942179941046,1.3541933594894018e-27,chr16,1984192.0,2402426409.0,16p13.3
MMP1,131.38277994565422,1.360585903014281e-27,chr11,102789918.0,1911470969.0,11q22.2
C11orf48,131.2459134237959,1.439468905847878e-27,chr11,62662816.0,1871343867.0,11q12.3
EPDR1,131.19854297570163,1.467826892589309e-27,chr7,37920560.0,1269924863.0,7p14.1
TUBA1C,131.18433678849638,1.4764401074072852e-27,chr12,49227925.0,1992995598.0,12q13.12
CCDC123,131.13827986879704,1.5047147498762546e-27,chr19,32875924.0,2687287212.0,19q13.11
SIX4,131.1151396369258,1.5191251375143575e-27,chr14,60709538.0,2252116848.0,14q23.1
PNKP,131.00444278800583,1.5900000805266705e-27,chr19,49861203.0,2704272491.0,19q13.33
CCBE1,130.94458712103878,1.6296960328899824e-27,chr18,59430938.0,2633468941.0,18q21.32
AYTL2,130.84886063044183,1.695258996625085e-27,chr5,1461426.0,881121491.0,5p15.33
PTGIS,130.84273124642732,1.6995460649908977e-27,chr20,49503873.0,2762532777.0,20q13.13
CITED1,130.76017630580375,1.758358757434572e-27,chrX,72301637.0,2947303159.0,Xq13.1
RGS6,130.72946519561796,1.7807550787903558e-27,chr14,71932170.0,2263339480.0,14q24.2
MGRN1,130.72504003055084,1.7840056765139906e-27,chr16,4624823.0,2405067040.0,16p13.3
MYBL2,130.6761287524993,1.8203335699837914e-27,chr20,43667018.0,2756695922.0,20q13.12
RFC2,130.4579974835964,1.9916011272186584e-27,chr7,74231501.0,1306235804.0,7q11.23
COMMD5,130.36320701382013,2.070981702025061e-27,chr8,144850165.0,1536200441.0,8q24.3
GRB2,130.36056265836103,2.0732411177585243e-27,chr17,75318075.0,2566098637.0,17q25.1
ABHD11,130.32831845187118,2.1009913204387105e-27,chr7,73736094.0,1305740397.0,7q11.23
SGCE,130.222725712879,2.194503071240033e-27,chr7,94584979.0,1326589282.0,7q21.3
HNRPDL,130.21788662579283,2.1988872214078684e-27,chr4,82422563.0,771868073.0,4q21.22
C11orf82,130.15772990285464,2.2541278804757633e-27,chr11,82901735.0,1891582786.0,11q14.1
HIST1H2BG,130.05411225139008,2.3525632230185783e-27,chr6,26158120.0,1087356444.0,6p22.2
POP1,129.96390200844843,2.44176820658903e-27,chr8,98117292.0,1489467568.0,8q22.2
CST1,129.95126003034972,2.4545376008357956e-27,chr20,23747561.0,2736776465.0,20p11.21
DCN,129.94903796471692,2.4567889769640188e-27,chr12,91140483.0,2034908156.0,12q21.33
DCTN6,129.83523198582287,2.574910460316948e-27,chr8,30156368.0,1421506644.0,8p12
SLC26A10,129.79344834403673,2.619694780727769e-27,chr12,57619526.0,2001387199.0,12q13.3
FARSA,129.62279000683267,2.81087283739011e-27,chr19,12922478.0,2667333766.0,19p13.13
VSX1,129.61540523553364,2.819454496325737e-27,chr20,25070879.0,2738099783.0,20p11.21
ETV7,129.55376490323292,2.8921185989093077e-27,chr6,36354088.0,1097552412.0,6p21.31
C19orf40,129.5076920574472,2.9476558770168624e-27,chr19,32972241.0,2687383529.0,19q13.11
FOXP2,129.39733249819,3.085077416457754e-27,chr7,114086326.0,1346090629.0,7q31.1
FBXO31,129.31732389249848,3.1887091568162043e-27,chr16,87326986.0,2487769203.0,16q24.2
KCNH8,129.30325935090832,3.207284115722498e-27,chr3,19148509.0,510298460.0,3p24.3
ZNF8,129.24492335084085,3.2854945255454634e-27,chr19,58278954.0,2712690242.0,19q13.43
MAF,129.2273730147738,3.3093964793816464e-27,chr16,79593837.0,2480036054.0,16q23.2
KIAA0427,129.18555960448197,3.3670480308592675e-27,chr18,48539030.0,2622577033.0,18q21.1
MPDZ,129.01569908740638,3.6117997331869806e-27,chr9,13105707.0,1549594619.0,9p23
PRELP,129.0152098503849,3.61252985997428e-27,chr1,203475805.0,203475805.0,1q32.1
TMEM43,128.98945797096457,3.6511712278931616e-27,chr3,14125051.0,505275002.0,3p25.1
ACOT8,128.9696236507361,3.681215683286397e-27,chr20,45841720.0,2758870624.0,20q13.12
AUH,128.96932779107067,3.681665715899687e-27,chr9,91213814.0,1627702726.0,9q22.31
C2orf12,128.94139830934733,3.724398862798214e-27,chr2,160272150.0,409228572.0,2q24.2
SUHW4,128.79102625999457,3.963175766130539e-27,chr15,56630175.0,2355081203.0,15q21.3
SORD,128.77272899593586,3.99325947659992e-27,chr15,45023194.0,2343474222.0,15q21.1
TRPM6,128.70741120470618,4.1025341987044885e-27,chr9,74722494.0,1611211406.0,9q21.13
MYL9,128.69874304857655,4.1172595509675965e-27,chr20,36541518.0,2749570422.0,20q11.23
PACRG,128.56962358310025,4.342991951755085e-27,chr6,162727131.0,1223925455.0,6q26
DAXX,128.5499409388337,4.378476528198543e-27,chr6,33318557.0,1094516881.0,6p21.32
TMEFF2,128.54623925796994,4.385182484281192e-27,chr2,191949045.0,440905467.0,2q32.3
MORN3,128.52672973302145,4.42069657733942e-27,chr12,121648741.0,2065416414.0,12q24.31
NEDD9,128.48998785346606,4.4883650555789705e-27,chr6,11183297.0,1072381621.0,6p24.2
DSCR6,128.44896311078344,4.5651504611798514e-27,chr21,37006149.0,2814479220.0,21q22.13
ARHGDIA,128.42740274380725,4.606031726824693e-27,chr17,81867720.0,2572648282.0,17q25.3
ISG15,128.42008953412713,4.619981804883119e-27,chr1,1013496.0,1013496.0,1p36.33
NAGA,128.3382735827829,4.778967803490704e-27,chr22,42058333.0,2866241387.0,22q13.2
ZNF673,128.27707817152358,4.901462846682969e-27,,,,
ADH1C,128.10229409899546,5.268960404315018e-27,chr4,99336496.0,788782006.0,4q23
SOCS2,128.00866260207042,5.477075431575847e-27,chr12,93569968.0,2037337641.0,12q22
PTCH1,128.00024237096324,5.4961906481468585e-27,chr9,95442979.0,1631931891.0,9q22.32
TACSTD1,127.8477505124165,5.854191158031752e-27,chr2,47369310.0,296325732.0,2p21
P4HB,127.67154666693077,6.297105831364081e-27,chr17,81843165.0,2572623727.0,17q25.3
PLAUR,127.66576422726857,6.312197387531294e-27,chr19,43646094.0,2698057382.0,19q13.31
ANAPC4,127.60480198156013,6.473527863223127e-27,chr4,25377262.0,714822772.0,4p15.2
FGFR1OP,127.5858830760314,6.524431329724513e-27,chr6,166999316.0,1228197640.0,6q27
BACH2,127.52842605177538,6.681501710520751e-27,chr6,89926527.0,1151124851.0,6q15
BAIAP2L1,127.51973827112721,6.705579563360854e-27,chr7,98291649.0,1330295952.0,7q21.3
PRR7,127.51246420755216,6.725806313800448e-27,chr5,177445994.0,1057106059.0,5q35.3
XTP3TPA,127.39134157678265,7.071750140965076e-27,chr16,30423614.0,2430865831.0,16p11.2
CHFR,127.39131905189953,7.07181610830032e-27,chr12,132832355.0,2076600028.0,12q24.33
C3orf55,127.30204290076989,7.338186384828615e-27,,,,
ANTXR2,127.2670901931682,7.445195820253056e-27,chr4,79901145.0,769346655.0,4q21.21
PFKFB4,127.23616300137829,7.54118609203118e-27,chr3,48517683.0,539667634.0,3p21.31
HBQ1,127.20125280797399,7.651031669549029e-27,chr16,180458.0,2400622675.0,16p13.3
WBSCR28,127.06030962494576,8.111084387855053e-27,chr7,73861158.0,1305865461.0,7q11.23
ALS2CR4,127.03921617542517,8.182284290022309e-27,chr2,201620185.0,450576607.0,2q33.1
WSCD2,126.991158319632,8.346852434977075e-27,chr12,108129287.0,2051896960.0,12q23.3
SPG20,126.97569633620121,8.400503164772025e-27,chr13,36301637.0,2113344619.0,13q13.3
ZNF677,126.92909433345261,8.564307513831199e-27,chr19,53235380.0,2707646668.0,19q13.42
C1QTNF7,126.87260602047981,8.76716555138857e-27,chr4,15339987.0,704785497.0,4p15.32
BAK1,126.8686419092482,8.781581026270458e-27,chr6,33572551.0,1094770875.0,6p21.31
ZDHHC12,126.72883038565989,9.305510519576555e-27,chr9,128720872.0,1665209784.0,9q34.11
MAPBPIP,126.64012427671327,9.65407937222201e-27,chr1,156054781.0,156054781.0,1q22
RPL15,126.63140989921915,9.689021383743236e-27,chr3,23916544.0,515066495.0,3p24.2
PTPRJ,126.61180471908685,9.768096866031014e-27,chr11,47980558.0,1856661609.0,11p11.2
LYSMD4,126.55712792623241,9.992068715441298e-27,chr15,99727400.0,2398178428.0,15q26.3
PINK1,126.53391825414312,1.0088693592285043e-26,chr1,20633457.0,20633457.0,1p36.12
C17orf48,126.49092183405938,1.0270177690195937e-26,chr17,10697593.0,2501478155.0,17p13.1
ALKBH6,126.44917625295349,1.044951636194187e-26,chr19,36009119.0,2690420407.0,19q13.12
RBM35B,126.43706573591783,1.0502128738128542e-26,chr16,68229032.0,2468671249.0,16q22.1
MRGPRX3,126.41244827523693,1.0609896542753234e-26,chr11,18120954.0,1826802005.0,11p15.1
KIF17,126.39448138193659,1.068925008888705e-26,chr1,20664013.0,20664013.0,1p36.12
LMO6,126.37217045849812,1.0788619237229677e-26,chrX,49174802.0,2924176324.0,Xp11.23
BMF,126.33236022892179,1.0968235871144978e-26,chr15,40087890.0,2338538918.0,15q15.1
NFKBIL2,126.30680962218938,1.1085093658808177e-26,chr8,144428774.0,1535779050.0,8q24.3
MYCT1,126.18186268797145,1.1674795657833812e-26,chr6,152697894.0,1213896218.0,6q25.2
TLE3,125.97454225441051,1.2723551170113055e-26,chr15,70047790.0,2368498818.0,15q23
JUN,125.83511042588611,1.348156349018399e-26,chr1,58780790.0,58780790.0,1p32.1
MRPL47,125.7637605767679,1.3886816969075194e-26,chr3,179588285.0,670738236.0,3q26.33
KIAA1543,125.73648501843815,1.404494724086475e-26,chr19,7595862.0,2662007150.0,19p13.2
CDYL2,125.68365420151116,1.435639256401472e-26,chr16,80597906.0,2481040123.0,16q23.2
HIBADH,125.62739172115562,1.4695692782090826e-26,chr7,27525441.0,1259529744.0,7p15.2
GPR44,125.62553459474414,1.4707028659118485e-26,chr11,60850932.0,1869531983.0,11q12.2
RAB3D,125.56797513862175,1.506275556382464e-26,chr19,11322068.0,2665733356.0,19p13.2
DONSON,125.45347915084037,1.5796238262794675e-26,chr21,33577552.0,2811050623.0,21q22.11
MTMR1,125.36655212644274,1.6376956482218868e-26,chrX,150692961.0,3025694483.0,Xq28
CXCL11,125.29456511115863,1.6874053026590144e-26,chr4,76033686.0,765479196.0,4q21.1
SAE1,125.29063674309508,1.690161143887771e-26,chr19,47130834.0,2701542122.0,19q13.32
AADACL2,125.27715258533686,1.6996549985953168e-26,chr3,151733926.0,642883877.0,3q25.1
KCTD13,125.25009591626242,1.7188666510215435e-26,chr16,29906339.0,2430348556.0,16p11.2
C14orf149,125.03971146358843,1.8758803853548398e-26,chr14,59472605.0,2250879915.0,14q23.1
PJA2,125.02582610942258,1.8867358655465833e-26,chr5,109334721.0,988994786.0,5q21.3
OTC,125.0102019687623,1.8990261138058953e-26,chrX,38352603.0,2913354125.0,Xp11.4
MSRB3,124.94988225825925,1.947233319441256e-26,chr12,65278682.0,2009046355.0,12q14.3
RASD1,124.88724324365215,1.998594438746469e-26,chr17,17494438.0,2508275000.0,17p11.2
ISCA1,124.86119815126433,2.0203483649808337e-26,chr9,86264547.0,1622753459.0,9q21.33
CDC7,124.81269571759431,2.0614948756144334e-26,chr1,91500846.0,91500846.0,1p22.1
TRIM25,124.75758641522444,2.1092678433127664e-26,chr17,56887908.0,2547668470.0,17q22
ST3GAL3,124.72907349410868,2.1344195479922214e-26,chr1,43707496.0,43707496.0,1p34.1
TEAD4,124.64236349277841,2.212772441980544e-26,chr12,2959396.0,1946727069.0,12p13.33
BARD1,124.60322325601818,2.2490796731226066e-26,chr2,214725645.0,463682067.0,2q35
F11R,124.52089661159538,2.3274106032303698e-26,chr1,160995210.0,160995210.0,1q23.3
ZNF179,124.48465630805275,2.362754317332252e-26,chr17,19411231.0,2510191793.0,17p11.2
ERBB3,124.42461135611384,2.4225032783748776e-26,chr12,56080107.0,1999847780.0,12q13.2
BRMS1,124.32645419249168,2.5234597099053544e-26,chr11,66337338.0,1875018389.0,11q13.2
ACSL4,124.31740229666372,2.5329797642230912e-26,chrX,109641334.0,2984642856.0,Xq23
AKAP6,124.23479464032802,2.62154244066703e-26,chr14,32329297.0,2223736607.0,14q12
TMEM8,124.06640666552774,2.811810571051028e-26,chr16,370788.0,2400813005.0,16p13.3
TNFSF12,123.93290117292463,2.972466716508523e-26,chr17,7549057.0,2498329619.0,17p13.1
DDX49,123.90899813638678,3.0021883923101e-26,chr19,18919714.0,2673331002.0,19p13.11
HIST1H2BE,123.84702643173742,3.080642085233286e-26,chr6,26158120.0,1087356444.0,6p22.2
EIF3EIP,123.72524311629175,3.240860323763452e-26,chr22,37849418.0,2862032472.0,22q13.1
DKK4,123.65232975555077,3.3407603322791657e-26,chr8,42374062.0,1433724338.0,8p11.21
EPM2A,123.63105880517742,3.3704821882506065e-26,chr6,145625304.0,1206823628.0,6q24.3
SEC61A2,123.54424323512795,3.494566633428813e-26,chr10,12129640.0,1687013269.0,10p14
PPIL2,123.39081902806025,3.72517100515711e-26,chr22,21665983.0,2845849037.0,22q11.21
HERC2P2,123.38562448362339,3.733240460178003e-26,chr15,22494836.0,2320945864.0,15q11.2
SDF2L1,123.34154319020877,3.802428370682665e-26,chr22,21642301.0,2845825355.0,22q11.21
IL21R,123.29508479509235,3.876740555572622e-26,chr16,27402173.0,2427844390.0,16p12.1
ZNF696,123.28354931632468,3.895416820920083e-26,chr8,143291416.0,1534641692.0,8q24.3
GAS1,123.21908905395962,4.001454182448884e-26,chr9,86944361.0,1623433273.0,9q21.33
SPINT1,123.12839643541142,4.155567177784827e-26,chr15,40844047.0,2339295075.0,15q15.1
RPL32,123.0650964248028,4.2666486182196154e-26,chr3,12834485.0,503984436.0,3p25.2
GPR177,123.03443994204193,4.3215120667789084e-26,chr1,68098458.0,68098458.0,1p31.3
IMMP2L,123.00438727379742,4.375982070075946e-26,chr7,110662643.0,1342666946.0,7q31.1
TMEM48,122.99043204219768,4.401509446697315e-26,chr1,53765480.0,53765480.0,1p32.3
ALDH1A3,122.92760343667707,4.5183013387382076e-26,chr15,100879830.0,2399330858.0,15q26.3
HIST1H1D,122.84226462886703,4.6819345618280866e-26,chr6,26234211.0,1087432535.0,6p22.2
HMGCLL1,122.84080072722494,4.684792805340517e-26,chr6,55434372.0,1116632696.0,6p12.1
ERMP1,122.8194459176651,4.7266873537175293e-26,chr9,5784571.0,1542273483.0,9p24.1
EEF1A1,122.78417969895949,4.796698514846295e-26,chr6,73515749.0,1134714073.0,6q13
CLIC2,122.77261849173905,4.8198757973946957e-26,chrX,155276210.0,3030277732.0,Xq28
TXNDC17,122.72124179931869,4.9242400698585516e-26,chr17,6641059.0,2497421621.0,17p13.1
KNTC1,122.71368056735628,4.939789886846757e-26,chr12,122527248.0,2066294921.0,12q24.31
MGC21881,122.47685387670658,5.452591808490237e-26,,,,
MGAT3,122.461474577334,5.487683203061917e-26,chr22,39457011.0,2863640065.0,22q13.1
STAT5A,122.44325063526404,5.529558817137414e-26,chr17,42287546.0,2533068108.0,17q21.2
PRSS22,122.38815029182861,5.658131023671876e-26,chr16,2852729.0,2403294946.0,16p13.3
ACAN,122.37569916175192,5.687597844029116e-26,chr15,88803435.0,2387254463.0,15q26.1
HIBCH,122.36056136095847,5.723630446794372e-26,chr2,190203919.0,439160341.0,2q32.2
WDR76,122.34802828617153,5.75363629152364e-26,chr15,43827001.0,2342278029.0,15q15.3
CHST9,122.33442196947514,5.786390364771717e-26,chr18,26906480.0,2600944483.0,18q11.2
UBE2Q1,122.3157285683154,5.831695782081863e-26,chr1,154548576.0,154548576.0,1q21.3
HBP1,122.24543802807092,6.005261396365145e-26,chr7,107168960.0,1339173263.0,7q22.3
BUB3,122.22553204145387,6.055349803308043e-26,chr10,123154243.0,1798037872.0,10q26.13
IGFL2,122.15537754847561,6.235242179401344e-26,chr19,46147781.0,2700559069.0,19q13.32
ADCY4,122.12785338492311,6.307276726542025e-26,chr14,24318358.0,2215725668.0,14q12
SNRPB,122.12378019361824,6.318007540924135e-26,chr20,2461641.0,2715490545.0,20p13
MGC39606,122.09598046037864,6.391736750002878e-26,,,,
MICALL2,122.02602255311587,6.58111923792252e-26,chr7,1434358.0,1233438661.0,7p22.3
EXOSC4,122.01815305099761,6.602772016352733e-26,chr8,144078671.0,1535428947.0,8q24.3
CALU,122.00080589629252,6.65075519854448e-26,chr7,128739358.0,1360743661.0,7q32.1
ALDH2,121.98114572598321,6.705559485931237e-26,chr12,111766932.0,2055534605.0,12q24.12
CDR2,121.73333056479812,7.436499898558483e-26,chr16,22345935.0,2422788152.0,16p12.2
C9orf7,121.66196241403638,7.661468312563929e-26,chr9,133459964.0,1669948876.0,9q34.2
MBIP,121.56916963854655,7.964216927451449e-26,chr14,36298557.0,2227705867.0,14q13.3
NPM2,121.5488216900927,8.032193623468593e-26,chr8,22024133.0,1413374409.0,8p21.3
USP39,121.53709724456267,8.071625740881474e-26,chr2,85602860.0,334559282.0,2p11.2
PAK4,121.51151140816522,8.158352903843005e-26,chr19,39125785.0,2693537073.0,19q13.2
PTGFR,121.45879214567073,8.34001297542706e-26,chr1,78490973.0,78490973.0,1p31.1
MYH7B,121.38869210321106,8.587866965161483e-26,chr20,34955867.0,2747984771.0,20q11.22
CNTN6,121.3378248223822,8.772335285615103e-26,chr3,1093023.0,492242974.0,3p26.3
CLK4,121.3164900319167,8.850883932686099e-26,chr5,178602663.0,1058262728.0,5q35.3
PIK3R3,121.31518266800292,8.855720162951362e-26,chr1,46040139.0,46040139.0,1p34.1
RHPN1,121.2547551714736,9.082173095133522e-26,chr8,143368875.0,1534719151.0,8q24.3
CGN,121.19218054464396,9.322799386605138e-26,chr1,151511386.0,151511386.0,1q21.3
CHST11,120.822757723258,1.0879617858550988e-25,chr12,104456947.0,2048224620.0,12q23.3
CTPS,120.79737635493164,1.0995699802369315e-25,chr1,40979695.0,40979695.0,1p34.2
SH3BP5L,120.69158818450683,1.1493062540271134e-25,chr1,248810445.0,248810445.0,1q44
NOTCH4,120.62923727260359,1.1796716459403582e-25,chr6,32194842.0,1093393166.0,6p21.32
ECHDC1,120.62528625884543,1.1816227263278099e-25,chr6,127288711.0,1188487035.0,6q22.33
SLIT3,120.62199775200006,1.183249118227399e-25,chr5,168661739.0,1048321804.0,5q34
A2M,120.56595694687911,1.2113130513948536e-25,chr12,9067707.0,1952835380.0,12p13.31
ARMET,120.54717386757982,1.220867868431681e-25,chr3,51385290.0,542535241.0,3p21.2
CSNK2A1,120.45074343385774,1.2711253812225176e-25,chr20,472497.0,2713501401.0,20p13
FABP4,120.42233360972348,1.2863241869570624e-25,chr8,81478418.0,1472828694.0,8q21.13
WBSCR19,120.39612375879813,1.3005077351659906e-25,chr7,43997867.0,1276002170.0,7p13
ZCCHC9,120.3643975432887,1.3178866245511755e-25,chr5,81301582.0,960961647.0,5q14.1
CDKN2D,120.25568520602381,1.3792236612533438e-25,chr19,10566459.0,2664977747.0,19p13.2
TMEM87B,120.23426542283244,1.3916427478801213e-25,chr2,112055268.0,361011690.0,2q13
C1orf165,120.21593365328661,1.4023605030448476e-25,chr1,48727518.0,48727518.0,1p33
DARC,120.1080686365124,1.46712333324554e-25,chr1,159204874.0,159204874.0,1q23.2
TMEM55A,120.07883274700664,1.485188095687417e-25,chr8,90993802.0,1482344078.0,8q21.3
C20orf39,120.05008484513438,1.5031689870412412e-25,chr20,24469198.0,2737498102.0,20p11.21
PDE1A,120.02515197138854,1.518940510347309e-25,chr2,182136452.0,431092874.0,2q32.1
C7orf47,119.91245221479016,1.5923275032465344e-25,chr7,100435282.0,1332439585.0,7q22.1
CHAF1B,119.89201664582042,1.6060107921120943e-25,chr21,36385391.0,2813858462.0,21q22.12
UBQLN4,119.7965093519834,1.6715419137788147e-25,chr1,156035298.0,156035298.0,1q22
CENPP,119.69057473200198,1.7473715140983677e-25,chr9,92325467.0,1628814379.0,9q22.31
DSN1,119.68644925893652,1.7503934386299379e-25,chr20,36751790.0,2749780694.0,20q11.23
MID1,119.56021338653177,1.8454413504928155e-25,chrX,10445309.0,2885446831.0,Xp22.2
TSEN34,119.49108494610573,1.899668275419325e-25,chr19,54190267.0,2708601555.0,19q13.42
SLC25A22,119.48196557933092,1.9069402367429324e-25,chr11,790474.0,1809471525.0,11p15.5
POP7,119.44136692804693,1.9396549253993423e-25,chr7,100706120.0,1332710423.0,7q22.1
IKBKE,119.42761453591721,1.9508639344758308e-25,chr1,206470475.0,206470475.0,1q32.1
CYP2U1,119.41694483918177,1.959605127478806e-25,chr4,107931548.0,797377058.0,4q25
EPS8L1,119.34829713118972,2.0167927360528931e-25,chr19,55075868.0,2709487156.0,19q13.42
TMEM71,119.28124404414902,2.0742686444054514e-25,chr8,132705838.0,1524056114.0,8q24.22
KIAA0241,119.27984511348969,2.075485110936575e-25,chr7,32495488.0,1264499791.0,7p14.3
KIAA1239,119.25738711562178,2.095112178708309e-25,chr4,37244742.0,726690252.0,4p14
HSPA4,119.20299035467346,2.143427462427312e-25,chr5,133052012.0,1012712077.0,5q31.1
APOB48R,119.18894795423552,2.156080503812934e-25,chr16,28494642.0,2428936859.0,16p12.1
KLHDC1,119.1428015172593,2.1981915104962467e-25,chr14,49693119.0,2241100429.0,14q21.3
HPRT1,119.09429363225442,2.2433476448732746e-25,chrX,134460164.0,3009461686.0,Xq26.2
HRC,119.00586707272915,2.3280731448433937e-25,chr19,49151198.0,2703562486.0,19q13.33
ELK1,119.00287527726334,2.3309952126555313e-25,chrX,47635519.0,2922637041.0,Xp11.23
POLD1,118.97663023101248,2.3567868639693936e-25,chr19,50384322.0,2704795610.0,19q13.33
TPPP2,118.97026584134441,2.363084331258523e-25,chr14,21030216.0,2212437526.0,14q11.2
CIDEA,118.90982886935606,2.4237338214965e-25,chr18,12254360.0,2586292363.0,18p11.21
BBS2,118.90868676186491,2.4248948596391984e-25,chr16,56470402.0,2456912619.0,16q13
ACADS,118.86669063695292,2.467976904037439e-25,chr12,120725825.0,2064493498.0,12q24.31
CD80,118.81443831557891,2.5226543867726827e-25,chr3,119524292.0,610674243.0,3q13.33
LSG1,118.78360204120658,2.5554905575571814e-25,chr3,194640791.0,685790742.0,3q29
RP11-679B17.1,118.77189031050877,2.568073948117601e-25,,,,
STMN1,118.73652654969861,2.606448309668541e-25,chr1,25884178.0,25884178.0,1p36.11
AXIN1,118.67084044057812,2.6792601877605363e-25,chr16,287439.0,2400729656.0,16p13.3
SEMA6A,118.65736837417528,2.6944441557057833e-25,chr5,116443554.0,996103619.0,5q23.1
DHX9,118.55755526413523,2.8096636617114476e-25,chr1,182839346.0,182839346.0,1q25.3
TUFM,118.5565633176945,2.8108331889257913e-25,chr16,28842410.0,2429284627.0,16p11.2
TRIM62,118.50299686346098,2.8747201662448555e-25,chr1,33145398.0,33145398.0,1p35.1
MXD3,118.45590357878758,2.9320895061516607e-25,chr5,177305498.0,1056965563.0,5q35.3
KRT5,118.29897672333382,3.1316830101482874e-25,chr12,52514574.0,1996282247.0,12q13.13
PDIA4,118.12948569102089,3.3626040070866315e-25,chr7,149003050.0,1381007353.0,7q36.1
SALL4,118.07687775413343,3.437697400862081e-25,chr20,51782330.0,2764811234.0,20q13.2
ANKRD5,118.06223991578314,3.458889375263138e-25,chr20,10034986.0,2723063890.0,20p12.2
SESN1,118.0447701894806,3.4843528966339084e-25,chr6,108984308.0,1170182632.0,6q21
DPT,117.98436229923315,3.5738609894624585e-25,chr1,168695467.0,168695467.0,1q24.2
PPAPDC3,117.98015224862837,3.5801844795365065e-25,chr9,131289722.0,1667778634.0,9q34.13
TANK,117.93011265997222,3.6562092963615647e-25,chr2,161136954.0,410093376.0,2q24.2
RARRES2,117.92851575065666,3.6586619657962404e-25,chr7,150338328.0,1382342631.0,7q36.1
CDH23,117.8821765758106,3.730557298981094e-25,chr10,71396919.0,1746280548.0,10q22.1
IDE,117.8481444922066,3.7842596170706844e-25,chr10,92451683.0,1767335312.0,10q23.33
CD302,117.81758814624871,3.8331379515701772e-25,chr2,159768627.0,408725049.0,2q24.2
HYAL3,117.80867643863259,3.8475122103139284e-25,chr3,50292831.0,541442782.0,3p21.31
NTF3,117.8078539078976,3.8488416460532463e-25,chr12,5432107.0,1949199780.0,12p13.31
HNRNPC,117.74176238646587,3.957184341137354e-25,chr14,21209135.0,2212616445.0,14q11.2
TAGLN,117.70981362410227,4.0106495426724053e-25,chr11,117199293.0,1925880344.0,11q23.3
PANX1,117.69079649984623,4.0428176337830285e-25,chr11,94128840.0,1902809891.0,11q21
ABCD4,117.65657078231565,4.101365307752304e-25,chr14,74285268.0,2265692578.0,14q24.3
DNASE1,117.63183434356064,4.144209333186968e-25,chr16,3652938.0,2404095155.0,16p13.3
C1orf210,117.6205271057094,4.163943003547135e-25,chr1,43281879.0,43281879.0,1p34.2
PRKDC,117.61540032983942,4.172921423481135e-25,chr8,47773112.0,1439123388.0,8q11.21
SP1,117.5731522289302,4.2476532893085535e-25,chr12,53380175.0,1997147848.0,12q13.13
METTL1,117.55757542181333,4.275544439443957e-25,chr12,57768470.0,2001536143.0,12q14.1
DSC1,117.54085034988931,4.305696270157785e-25,chr18,31129250.0,2605167253.0,18q12.1
NCALD,117.471312482668,4.433363794107883e-25,chr8,101686541.0,1493036817.0,8q22.3
SLC19A1,117.44943831339063,4.47430374010251e-25,chr21,45512564.0,2822985635.0,21q22.3
OAS3,117.44509327649627,4.482481017046253e-25,chr12,112938473.0,2056706146.0,12q24.13
PTTG1IP,117.33666602518048,4.691468013666989e-25,chr21,44849584.0,2822322655.0,21q22.3
ZFAND5,117.29519348154506,4.773965023521357e-25,chr9,72351412.0,1608840324.0,9q21.13
LHX6,117.08553431097738,5.213842966570398e-25,chr9,122202576.0,1658691488.0,9q33.2
HIST1H3E,117.00969832750296,5.382781008755004e-25,chr6,26224177.0,1087422501.0,6p22.2
USP53,116.96559980637056,5.48353308439742e-25,chr4,119212626.0,808658136.0,4q26
RP11-298P3.3,116.96248204795113,5.490727459768867e-25,,,,
TMEM18,116.94411988982642,5.5332916025686955e-25,chr2,663877.0,249620299.0,2p25.3
FADS3,116.94249820448132,5.537066603640736e-25,chr11,61873525.0,1870554576.0,11q12.2
KIAA1524,116.92648013696598,5.574493001485111e-25,chr3,108549865.0,599699816.0,3q13.13
DBF4,116.89402383545257,5.651107696478573e-25,chr7,87876492.0,1319880795.0,7q21.12
PIK3C2G,116.8697037835015,5.709208170160456e-25,chr12,18261517.0,1962029190.0,12p12.3
CD3EAP,116.75213811832475,5.998638107231112e-25,chr19,45406643.0,2699817931.0,19q13.32
PTGFRN,116.75029529574293,6.003290191427984e-25,chr1,116909915.0,116909915.0,1p13.1
POU6F1,116.74794247583004,6.00923499287881e-25,chr12,51186935.0,1994954608.0,12q13.13
EPHA2,116.73835116047711,6.033530281153724e-25,chr1,16124336.0,16124336.0,1p36.13
ACBD6,116.7249117521442,6.067738905934351e-25,chr1,180288229.0,180288229.0,1q25.2
CAPN3,116.67285590816402,6.20208884765331e-25,chr15,42359499.0,2340810527.0,15q15.1
KRT18,116.63950286703036,6.2897341488843315e-25,chr12,52948870.0,1996716543.0,12q13.13
FEZ1,116.5838926500903,6.438639730577376e-25,chr11,125442880.0,1934123931.0,11q24.2
SCN2A,116.58091610495403,6.446708936884041e-25,chr2,165239413.0,414195835.0,2q24.3
SCTR,116.57361058113689,6.466556749924583e-25,chr2,119439842.0,368396264.0,2q14.2
TIMM17B,116.57067313721998,6.4745545394084945e-25,chrX,48893446.0,2923894968.0,Xp11.23
PER2,116.53100044716854,6.5835489739331905e-25,chr2,238244043.0,487200465.0,2q37.3
C20orf24,116.414905922594,6.913194666132019e-25,chr20,36605778.0,2749634682.0,20q11.23
CCDC85A,116.33393039828591,7.152880002325063e-25,chr2,56183989.0,305140411.0,2p16.1
